DOI,URL,sentence,Method,Material,Supplement
10.1016/j.neuroimage.2022.119356,github.com/ekaden/smt,"The intra-cellular volume fraction map was obtained using the Spherical Mean Technique method (Kaden et al., 2015) available at https://github.com/ekaden/smt (ﬁtm-cmicro command).",1,0,0
10.1016/j.neuroimage.2022.119462,representational-dynamics.herokuapp.com,The interactive web application accompanying Fig. 2 is published at https://doi.org/10.5281/zenodo.6579997 and is hosted at https://representational-dynamics.herokuapp.com/.,0,0,1
10.1016/j.neuroimage.2022.119462,userpage.fu-berlin.de/rmcichy/fusion_project_page/main.html,"Data and code availability The data used in Results Section 4 is from a previously published work (Cichy et al., 2016); it is publicly available for download at http://userpage.fu-berlin.de/rmcichy/fusion_project_page/main.html.",0,1,0
10.1016/j.neuroimage.2022.119462,representational-dynamics.herokuapp.com,"In order to fur-ther illustrate the representational dynamics of instantaneous signal decoding, we created Representational Dynamics Simulator , a web ap-plication analogous to Fig. 2 , where the user can interactively change the parameters of the evoked spectrum and see the resulting informa-tion content (Van Es et al, 2022 ; hosted at https://representational-dynamics.herokuapp.com)., For illustrative purposes, we created a web application where these parameters can be changed interactively (Van Es et al., 2022 ; hosted at https://representational-dynamics.herokuapp.com)., The interactive web application accompanying Fig. 2 is published at https://doi.org/10.5281/zenodo.6579997 and is hosted at https://representational-dynamics.herokuapp.com/.",0,0,1
10.1016/j.neuroimage.2022.119462,representational-dynamics.herokuapp.com,"In order to fur-ther illustrate the representational dynamics of instantaneous signal decoding, we created Representational Dynamics Simulator , a web ap-plication analogous to Fig. 2 , where the user can interactively change the parameters of the evoked spectrum and see the resulting informa-tion content (Van Es et al, 2022 ; hosted at https://representational-dynamics.herokuapp.com)., For illustrative purposes, we created a web application where these parameters can be changed interactively (Van Es et al., 2022 ; hosted at https://representational-dynamics.herokuapp.com)., The interactive web application accompanying Fig. 2 is published at https://doi.org/10.5281/zenodo.6579997 and is hosted at https://representational-dynamics.herokuapp.com/.",0,0,1
10.1016/j.neuroimage.2022.119462,github.com/ohba-analysis/representationaldynamicsmodelling,The code to perform all the analysis and example simulations pub-lished in this paper is publicaly available at https://github.com/OHBA-analysis/RepresentationalDynamicsModelling.,1,0,0
10.1016/j.neuroimage.2022.119165,ﬁl.ion.ucl.ac.uk/spm/software/spm12,"In this demonstration and the accompanying tutorial scripts, the procedure was done with functions from SPM12 (www.ﬁl.ion.ucl.ac.uk/spm/software/spm12) through the FieldTrip toolbox for MEG/EEG analysis.",1,0,0
10.1016/j.neuroimage.2022.119165,zenodo.org/record/5053234,"The data is available at: https://zenodo.org/record/5053234., The data is publicly available under the CC-BY 4.0 license at: https://zenodo.org/record/5053234.",0,1,0
10.1016/j.neuroimage.2022.119165,github.com/mcvinding/warpimg/tree/main/benchmarking,"Data and code availability statement Tutorials scripts demonstrating the pipeline is available at https://github.com/mcvinding/warpimg , and analysis scripts for all analysis presented in the paper are available at https://github.com/mcvinding/warpimg/tree/main/benchmarking The data was acquired according to local ethical regulations at Karolinska Institutet and is used for this study with the participant’s consent.",1,0,0
10.1016/j.neuroimage.2022.119165,github.com/mcvinding/warpimg,"Tutorial scripts are available at https://github.com/mcvinding/warpimg., Data and code availability statement Tutorials scripts demonstrating the pipeline is available at https://github.com/mcvinding/warpimg , and analysis scripts for all analysis presented in the paper are available at https://github.com/mcvinding/warpimg/tree/main/benchmarking The data was acquired according to local ethical regulations at Karolinska Institutet and is used for this study with the participant’s consent.",1,0,0
10.1016/j.neuroimage.2022.119248,github.co,The code will be publicly ac-cessible at: https://github.co m/z czam/rRAKI.,1,0,0
10.1016/j.neuroimage.2022.119505,adni.loni.usc.edu,Dataset Data used in the preparation of this article were obtained from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database (adni.loni.usc.edu) and AIBL (aibl.csiro.au).,0,1,0
10.1016/j.neuroimage.2022.119505,adni-info.org,"For up-to-date in-formation, see www.adni-info.org.",0,0,1
10.1016/j.neuroimage.2022.119505,aibl.csiro.au,loni.usc.edu and https://aibl.csiro.au.,0,0,1
10.1016/j.neuroimage.2022.119505,github.com/ai-med/daft,The implementation of all models is available at https://github.com/ai-med/DAFT and Table 2 reports the number of parameters for each of the diﬀerent models.,1,0,0
10.1016/j.neuroimage.2022.119505,fnih.org,Private sector contributions are facilitated by the Foundation for the National Institutes of Health (www.fnih.org).,0,0,1
10.1016/j.neuroimage.2022.119505,loni.usc.edu,"Dataset Data used in the preparation of this article were obtained from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database (adni.loni.usc.edu) and AIBL (aibl.csiro.au)., loni.usc.edu and https://aibl.csiro.au.",0,1,0
10.1016/j.neuroimage.2022.119505,aibl.csiro.au,"Dataset Data used in the preparation of this article were obtained from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database (adni.loni.usc.edu) and AIBL (aibl.csiro.au)., loni.usc.edu and https://aibl.csiro.au.",0,1,0
10.1016/j.neuroimage.2022.119593,github.com/espenhgn/csdplotter,"We computed the CSD signal using the spline-iCSD method (Pettersen et al., 2006) as implemented in the CSDplotter toolbox (https://github.com/espenhgn/CSDplotter) with custom MATLAB (R2021b, The MathWorks) scripts.",1,0,0
10.1016/j.neuroimage.2022.118925,nitrc.org/projects/brainstemnavig,"Deﬁnition of seed and target regions For the subsequent analyses, a probabilistic atlas of brainstem nuclei in MNI space developed by our team (Brainstem Navigator toolkit v0.9, https://www.nitrc.org/projects/brainstemnavig/) and FreeSurfer’s cor-tical and subcortical parcellation (Destrieux et al., 2010) were used to deﬁne seed and target regions., We deﬁned as target regions the 27 seed regions, the 164 elements of the FreeSurfer cortical and subcortical parcellation, and 18 (31 counting bilateral nuclei) probabilistic atlas labels (binarized by setting a thresh-old at 35%) (Brainstem Navigator toolkit v0.9 developed by this group (https://www.nitrc.org/projects/brainstemnavig/) involved in wakeful arousal and motor function (the functional connectome of the latter was computed in (Bianciardi et al., 2016 ; Singh et al., 2021a)).",1,0,0
10.1016/j.neuroimage.2022.119193,tensortoolbox.org,"The ALS algorithm is provided open access from the tensor toolbox (https://www.tensortoolbox.org)., The alternat-ing least-squares (ALS) algorithm can be free accessed from ten-sor toolbox (https://www.tensortoolbox.org).",1,0,0
10.1016/j.neuroimage.2022.119193,humanconnectome.org,Data and Code Availability Statement The data used in the manuscript are from the human con-nectome project (HCP; www.humanconnectome.org).,0,1,0
10.1016/j.neuroimage.2022.119193,github.com/ghu-dut/tensor_spectral_clustering,The tensor spectral clustering software is available at https://github.com/GHu-DUT/Tensor_Spectral_Clustering.,1,0,0
10.1016/j.neuroimage.2022.119193,mlsp.umbc.edu/simulated_fmri_data.html,(http://mlsp.umbc.edu/simulated_fmri_data.html) are shown in Fig.,0,1,0
10.1016/j.neuroimage.2022.119193,github.com/ghu-dut/tensor-components-analysis-for-naturalistic-stimuli-fmri,"The analysis code for the tensor compo-nent analysis framework is available at https://github.com/GHu-DUT/Tensor-components-analysis-for-naturalistic-stimuli-fMRI., The analysis code of tensor components analysis framework is available at https://github.com/GHu-DUT/Tensor-components-analysis-for-naturalistic-stimuli-fMRI.",1,0,0
10.1016/j.neuroimage.2022.119193,mialab.mrn.org/software,"The simulated spatial maps and time courses for 29 ICA components (SimBT (Erhardt et al., 2012) http://mialab.mrn.org/software) and time courses 4 G.",1,0,0
10.1016/j.neuroimage.2022.119766,3.1.9.7,"To reveal the practical signiﬁcance of ZT-dependent omission responses, the four indexes were used to calculate cohen’s d with G ∗ power 3.1.9.7 software (Heinrich-Heine-Universität Düsseldorf, Germany).",1,0,0
10.1016/j.neuroimage.2022.119047,neuosc.com/ﬂux,"Below we describe the in-dividual steps which are fully detailed on the FLUX website (https://www.neuosc.com/ﬂux/)., We are also considering complementing the tuto-rials (https://www.neuosc.com/ﬂux) with JSON ﬁles deﬁning the essen-tial parameters for a given analysis.",0,0,1
10.1016/j.neuroimage.2022.119047,neuosc.com/ﬂux,"These steps are detailed with documented scripts applied to a dataset in http://www.neuosc.com/ﬂux/., The section ‘artifact Anno-tations’ on the FLUX website (http://www.neuosc.com/ﬂux) provides concrete examples of some of these artifacts and how they appear in the data.",0,0,1
10.1016/j.neuroimage.2022.119047,neuosc.com/ﬂux,"The FLUX pipeline is implemented as speciﬁc code with documented tu-torials and an example data set (https://neuosc.com/ﬂux/)., com/Neuronal-Oscillations/FLUX/) organized in an open access website (https://neuosc.com/ﬂux/) together with an example dataset., The FLUX pipelines can be accessed via a website (https://neuosc.com/ﬂux/) and the scripts themselves are maintained on a GitHub repository (https://github.com/Neuronal-Oscillations/FLUX/).",0,1,0
10.1016/j.neuroimage.2022.119047,neuosc.com,"A single data set is used in the FLUX pipeline which is publicly available via https://www.neuosc.com., Below we describe the in-dividual steps which are fully detailed on the FLUX website (https://www.neuosc.com/ﬂux/)., We are also considering complementing the tuto-rials (https://www.neuosc.com/ﬂux) with JSON ﬁles deﬁning the essen-tial parameters for a given analysis.",0,0,1
10.1016/j.neuroimage.2022.119047,neuosc.com/ﬂux,These steps are detailed with documented scripts applied to a dataset in http://www.neuosc.com/ﬂux/.,1,0,0
10.1016/j.neuroimage.2022.119047,neuosc.com/ﬂux,Below we describe the in-dividual steps which are fully detailed on the FLUX website (https://www.neuosc.com/ﬂux/).,0,0,1
10.1016/j.neuroimage.2022.119047,neuosc.com/ﬂux,"The FLUX pipeline is implemented as speciﬁc code with documented tu-torials and an example data set (https://neuosc.com/ﬂux/)., com/Neuronal-Oscillations/FLUX/) organized in an open access website (https://neuosc.com/ﬂux/) together with an example dataset., The FLUX pipelines can be accessed via a website (https://neuosc.com/ﬂux/) and the scripts themselves are maintained on a GitHub repository (https://github.com/Neuronal-Oscillations/FLUX/)., Data code statement The data and code are available from https://neuosc.com/ﬂux.",0,1,0
10.1016/j.neuroimage.2022.119047,surfer.nmr.mgh.harvard.edu/for,see https://surfer.nmr.mgh.harvard.edu/for details).,0,0,1
10.1016/j.neuroimage.2022.119047,github.com/neuronal-oscillations/flux,The FLUX pipelines can be accessed via a website (https://neuosc.com/ﬂux/) and the scripts themselves are maintained on a GitHub repository (https://github.com/Neuronal-Oscillations/FLUX/).,1,0,0
10.1016/j.neuroimage.2022.119030,marmosetbrainconnectome.org/download.html,"(B) The data download page (https://www.marmosetbrainconnectome.org/download.html) allows the user to download all raw (BIDS standard formated) (Gorgolewski et al., 2016) and pre-processed data., Directing to https://www.marmosetbrainconnectome.org/download.html allows for download of the “raw ” structural and functional images (3D Neu-roimaging Informatics Technology Initiative (NIfTI) format) contribut-ing to the FC maps shown in the resource –for convenience, these data are in a standard format (BIDS) (Gorgolewski et al., 2016)., Silva: Conceptualization, Methodology, Writing, Supervision, Funding Acquisition Schaeﬀer data availability statement All raw and preprocessed data are openly available for download at: https://www.marmosetbrainconnectome.org/download.html All code used for processing data is openly available at: https://gitlab.com/cfmm/marmoset-connectivity All code for the online viewer is available at: https://gitlab.com/cfmm/marmoset Acknowledgments Support was provided by the Canadian Institutes of Health Research (FRN 148365 , FRN 353372), a Brain Canada Platform Support Grant and the Canada First Research Excellence Fund to BrainsCAN.",0,1,0
10.1016/j.neuroimage.2022.119030,gitlab.com/cfmm/marmoset,"The development of the Marmoset Functional Connectivity Resource is described in full detail at https://gitlab.com/cfmm/marmoset., Users can also download all code used to generate the functional connectivity maps from https://gitlab.com/cfmm/marmoset-connectivity., (D) in method 2, the user employs the supplied code (downloaded from https://gitlab.com/cfmm/marmoset-connectivity) to transform the FC map to their native animals’ anatomical MRI space., Silva: Conceptualization, Methodology, Writing, Supervision, Funding Acquisition Schaeﬀer data availability statement All raw and preprocessed data are openly available for download at: https://www.marmosetbrainconnectome.org/download.html All code used for processing data is openly available at: https://gitlab.com/cfmm/marmoset-connectivity All code for the online viewer is available at: https://gitlab.com/cfmm/marmoset Acknowledgments Support was provided by the Canadian Institutes of Health Research (FRN 148365 , FRN 353372), a Brain Canada Platform Support Grant and the Canada First Research Excellence Fund to BrainsCAN.",1,0,0
10.1016/j.neuroimage.2022.119030,gitlab.com/cfmm/marmoset-connectivity,"Users can also download all code used to generate the functional connectivity maps from https://gitlab.com/cfmm/marmoset-connectivity., (D) in method 2, the user employs the supplied code (downloaded from https://gitlab.com/cfmm/marmoset-connectivity) to transform the FC map to their native animals’ anatomical MRI space., Silva: Conceptualization, Methodology, Writing, Supervision, Funding Acquisition Schaeﬀer data availability statement All raw and preprocessed data are openly available for download at: https://www.marmosetbrainconnectome.org/download.html All code used for processing data is openly available at: https://gitlab.com/cfmm/marmoset-connectivity All code for the online viewer is available at: https://gitlab.com/cfmm/marmoset Acknowledgments Support was provided by the Canadian Institutes of Health Research (FRN 148365 , FRN 353372), a Brain Canada Platform Support Grant and the Canada First Research Excellence Fund to BrainsCAN.",1,0,0
10.1016/j.neuroimage.2022.119030,rii-mango.github.io/papaya,"The resource makes use of the Papaya viewer (https://rii-mango.github.io/Papaya/), with several additional features (illustrated in Fig. 1 C & D), including (1) calculation of surface over-lay maps on-demand based on the threshold chosen in volume space, (2) the ability to display atlas borders in surface space, (3) support for rotating the underlying volume, overlaying functional connectiv-ity map, and atlas boundaries together –s u c h obliquing of the images can be of utility for presurgical planning, and (4) the ability to choose between group-and subject-level topologies.",1,0,0
10.1016/j.neuroimage.2022.119030,marmosetbrain.org,"Explicitly, we focused on a tracer map from an area 46 injection (left; CJ801-DY; marmosetbrain.org for notes on these injections)., To demonstrate the additional information oﬀered by our resource, we systematically plotted connectivity across (within) area TE3 for com-parison with available tracer injections within that region (left; CJ180-CTBr and CJ180-DY; marmosetbrain.org for notes on these injections) (Majka et al., 2020)., As shown in Fig. 9 , we systematically plotted connectivity across (within) area TE3 and compared available tracer injections within that region (left; CJ180-CTBr and CJ180-DY; marmosetbrain.org for notes on these injections) (Majka et al., 2020)., Green labeled ROIs indicate FC data, whereas purple labeled ROIs show where tracer data is publicly available within area TE3 from marmosetbrain.org., Tracer maps (B & E) were downloaded from marmosetbrain.org , and FC maps (A through H) were generated from marmosetbrainconnectome.org. 10 D.J., shows an example of how our brain-wide functional connec-tivity data can complement existing resources (e.g., marmosetbrain.org) (Majka et al., 2020), demonstrating a gradient of connectivity between cortical tracer injection sites.",0,0,1
